text,year
"Here are the matched categories for each phrase:

- ""managed the social network channels""
  - [[""managed the social network channels"", ""Public Engagement""]]

- ""overall communications with other teams""
  - [[""overall communications with other teams"", ""Collaboration""]]

- ""liaised the collaborations with the unitn igem team""
  - [[""liaised the collaborations with the unitn igem team"", ""Collaboration""]]

- ""wrote our post note""
  - [[""wrote our post note"", ""Documentation""]]

- ""helped in the creation of a questionnaire on synthetic biology""
  - [[""helped in the creation of a questionnaire on synthetic biology"", ""Human Practices""]]

- ""designed and created a gui for our projects""
  - [[""designed and created a gui for our projects"", ""Software""]]

- ""designed our banner""
  - [[""designed our banner"", ""Creative Contributions""]]

- ""validation of our fusion protein by afm imaging""
  - [[""validation of our fusion protein by afm imaging"", ""Experiments""]]

- ""congo red and heme plating""
  - [[""congo red and heme plating"", ""Experiments""]]

- ""did mostly transformations""
  - [[""did mostly transformations"", ""Experiments""]]",2015
"Matching:

- [[""helped with various protocol"", ""Experiments""]]
- [[""played a key part in the scientific writing of our project"", ""Documentation""]]
- [[""involved in all the wet lab aspects of our project"", ""Experiments""]]
- [[""carried out ligations"", ""Experiments""]]
- [[""pcr reactions"", ""Experiments""]]
- [[""run diagnostic restriction digest gels"", ""Experiments""]]
- [[""involved in our outreach events"", ""Public Engagement""]]
- [[""creating our posters and envirowire logo"", ""Creative Contributions""]]
- [[""presented at our outreach events"", ""Public Engagement""]]
- [[""managed the social networking of the team"", ""Public Engagement""]]",2015
"```plaintext
[[""designed our presentations"", ""Creative Contributions""],
 [""helped with the scientific and wiki writing"", ""Documentation""],
 [""held the main wet lab team in carrying out diagnostic congo red plating and transformations"", ""Experiments""],
 [""took part in designing and writing the wiki"", ""Design""],
 [""took part in designing and writing the wiki"", ""Documentation""],
 [""creating the kent igem logo"", ""Creative Contributions""],
 [""carried out mini-preps"", ""Experiments""],
 [""gibson assembly"", ""Experiments""],
 [""ligations"", ""Experiments""],
 [""transformations"", ""Experiments""],
 [""producing competent cells"", ""Experiments""]]
```",2015
"Matching:

- [[""contributed to scientific writing for the biobrick parts"", ""Documentation""], [""contributed to scientific writing for the biobrick parts"", ""Parts""]]
- [[""took part in carrying out restriction dna digestion"", ""Experiments""]]
- [[""ligation reactions"", ""Experiments""]]
- [[""identifying and designing biobrick parts to improve"", ""Design""], [""identifying and designing biobrick parts to improve"", ""Parts""]]
- [[""results writing"", ""Documentation""], [""results writing"", ""Analysis""]]
- [[""gathering mps opinion on synthetic biology"", ""Human Practices""]]
- [[""aiding in the design of our questionnaire"", ""Human Practices""]]
- [[""conducted interviews"", ""Human Practices""]]
- [[""presented our project to other teams at our meet-ups"", ""Collaboration""], [""presented our project to other teams at our meet-ups"", ""Public Engagement""]]
- [[""carried out gibson assembly and diagnostics tests"", ""Experiments""]]",2015
"```
[[""validating the conductivity of our fusion protein"", ""Experiments""],
 [""work on an interesting project"", ""Other""],
 [""experience the day to day difficulties of working in a molecular biology lab"", ""Experiments""],
 [""learn more about synthetic biology"", ""Training""],
 [""learn about genetic engineering"", ""Training""],
 [""apply what he learns and experiences during igem to every challenge in his career"", ""Other""],
 [""expand his knowledge within the field of synthetic biology"", ""Training""],
 [""helped bring igem to the university of pittsburgh"", ""Administration""],
 [""provided project support and advice"", ""Supervision""],
 [""taught lab techniques"", ""Training""]]
```",2015
"Matching:

- [[""helped bring iGEM to Pitt"", ""Administration""], [""helped bring iGEM to Pitt"", ""Public Engagement""]]
- [[""provided advice at all stages of the project"", ""Supervision""]]
- [[""contributed feedback and critique of data collection"", ""Supervision""], [""contributed feedback and critique of data collection"", ""Analysis""]]
- [[""aided with obtaining supplies and chemicals"", ""Material Supply""]]
- [[""supplied chemicals and supplies on short notice"", ""Material Supply""]]
- [[""provided lab space"", ""Material Supply""]]
- [[""provided supplies and chemicals"", ""Material Supply""]]
- [[""aided with lab equipment usage"", ""Training""], [""aided with lab equipment usage"", ""Material Supply""]]
- [[""gathered funding from university sources"", ""Fundraising""]]
- [[""took care of logistics of forming a university team"", ""Administration""]]",2015
"Matching:

- [[""provided funding from the bioengineering department"", ""Fundraising""]]
- [[""assisted in cloning strategies"", ""Experiments""]]
- [[""provided amenities"", ""Material Supply""]]
- [[""provided chemicals and glasswares"", ""Material Supply""]]
- [[""aided with additional chemicals"", ""Material Supply""]]
- [[""delivered g-blocks"", ""Material Supply""]]
- [[""provided primers"", ""Material Supply""]]
- [[""provided enzymes"", ""Material Supply""]]
- [[""provided pseudomonas aeruginosa strains"", ""Material Supply""]]
- [[""provided escherichia coli bl21 strains"", ""Material Supply""]]",2015
"Here are the matched categories for each phrase:

- ""supportive during night stays""
  - [[""supportive during night stays"", ""Supervision""]]

- ""timely support in shipping""
  - [[""timely support in shipping"", ""Material Supply""]]

- ""designed official banner""
  - [[""designed official banner"", ""Creative Contributions""]]

- ""support regarding funding""
  - [[""support regarding funding"", ""Fundraising""]]

- ""advice regarding clinical trials""
  - [[""advice regarding clinical trials"", ""Supervision""], [""advice regarding clinical trials"", ""Safety""]]

- ""advice regarding future prospects""
  - [[""advice regarding future prospects"", ""Supervision""], [""advice regarding future prospects"", ""Entrepreneurship""]]

- ""helped finalize project idea""
  - [[""helped finalize project idea"", ""Design""], [""helped finalize project idea"", ""Supervision""]]

- ""designed the website""
  - [[""designed the website"", ""Documentation""], [""designed the website"", ""Software""]]

- ""provided technical support for website""
  - [[""provided technical support for website"", ""Software""], [""provided technical support for website"", ""Supervision""]]

- ""aided the team with all the conceptual ideas and facts""
  - [[""aided the team with all the conceptual ideas and facts"", ""Design""], [""aided the team with all the conceptual ideas and facts"", ""Supervision""]]",2015
"Matching:

- [[""assisted the team on various technical concepts"", ""Supervision""]]
- [[""helped the team in cloning strategies"", ""Supervision""], [""helped the team in cloning strategies"", ""Experiments""]]
- [[""supported in synthetic biology works"", ""Supervision""]]
- [[""working on microbiology works"", ""Experiments""]]
- [[""working on wiki design"", ""Documentation""]]
- [[""part of the microbiology team"", ""Experiments""]]
- [[""team coordinator"", ""Administration""]]
- [[""involves in synthetic biology"", ""Experiments""]]
- [[""active member of the human practices team"", ""Human Practices""]]
- [[""active member of the funding team"", ""Fundraising""]]",2015
"Matching: 

- [[""active member of the microbiology team"", ""Experiments""]]
- [[""involves in social welfare"", ""Human Practices""]]
- [[""involved in synthetic biology work"", ""Experiments""]]
- [[""part of the funding team"", ""Fundraising""]]
- [[""works for the human practices"", ""Human Practices""]]
- [[""lab works"", ""Experiments""]]
- [[""wiki design"", ""Documentation""]]
- [[""wiki page designer"", ""Documentation""]]
- [[""member of the human practices team"", ""Human Practices""]]
- [[""contributed to human practices team"", ""Human Practices""]]",2015
"Matching:

- [[""updating our wiki page"", ""Documentation""],
- [""part of the wiki page team"", ""Documentation""],
- [""part of human practices"", ""Human Practices""],
- [""in charge of funding team"", ""Fundraising""],
- [""integral part of the synthetic biology team"", ""Other""],
- [""part of the human practices team"", ""Human Practices""],
- [""responsible for the wiki page updates"", ""Documentation""],
- [""contributed for the team's collaboration"", ""Collaboration""],
- [""part of the human practices"", ""Human Practices""],
- [""lab team"", ""Experiments""]]",2015
"Matching: 

- [[""poster team"", ""Creative Contributions""]]
- [[""web team co-leader"", ""Documentation""]]
- [[""human practices leader"", ""Human Practices""]]
- [[""lab team co-leader"", ""Experiments""]]
- [[""project leader"", ""Administration""]]
- [[""vice captain"", ""Administration""]]
- [[""poster team leader"", ""Creative Contributions""]]
- [[""human practices"", ""Human Practices""]]
- [[""team captain"", ""Administration""]]
- [[""performed all the lab work"", ""Experiments""]]",2015
"```
[
  [""created the wiki and website"", ""Documentation""],
  [""designed the poster, logo, banner, and t-shirts"", ""Creative Contributions""],
  [""led human practices"", ""Human Practices""],
  [""works with the dna inserted into the moss"", ""Experiments""],
  [""behind large parts of the work in the manipulation of moss in green lab"", ""Experiments""],
  [""working on experiments in red lab"", ""Experiments""],
  [""working with outreach"", ""Public Engagement""],
  [""film editing"", ""Creative Contributions""],
  [""doing transformations of moss in greenlab"", ""Experiments""],
  [""purification of plasmids in e. coli for transformation procedures"", ""Experiments""]
]
```",2015
"Here are the matched categories for each phrase:

- ""web development""
  - [[""web development"", ""Software""]]

- ""designing experiments to test moss abilities""
  - [[""designing experiments to test moss abilities"", ""Design""], [""designing experiments to test moss abilities"", ""Experiments""]]

- ""photographer""
  - [[""photographer"", ""Documentation""]]

- ""designer""
  - [[""designer"", ""Creative Contributions""]]

- ""working on a new logo for spacemoss""
  - [[""working on a new logo for spacemoss"", ""Creative Contributions""]]

- ""optimizing our poster for presentation at MIT""
  - [[""optimizing our poster for presentation at MIT"", ""Creative Contributions""], [""optimizing our poster for presentation at MIT"", ""Public Engagement""]]

- ""webdesign""
  - [[""webdesign"", ""Software""]]

- ""building experiments that test our moss in red lab""
  - [[""building experiments that test our moss in red lab"", ""Experiments""]]

- ""branding""
  - [[""branding"", ""Creative Contributions""], [""branding"", ""Public Engagement""]]

- ""funding""
  - [[""funding"", ""Fundraising""]]",2015
"Matching:

- [[""helping with the moss transformations in green lab"", ""Experiments""],
- [""participated in the moss transformations"", ""Experiments""],
- [""participated in experiments testing the results in red lab"", ""Experiments""],
- [""help with the lab work"", ""Experiments""],
- [""advice on experimental design"", ""Supervision""], [""advice on experimental design"", ""Design""],
- [""lab and office space"", ""Material Supply""],
- [""taught how to handle moss"", ""Training""],
- [""help with the experimental design"", ""Design""], [""help with the experimental design"", ""Supervision""],
- [""protocols for pcr"", ""Experiments""],
- [""purification of dna"", ""Experiments""]]",2015
"Matching:

- [[""guiding from the start"", ""Supervision""]]
- [[""help with outreach"", ""Public Engagement""]]
- [[""help with funding"", ""Fundraising""]]
- [[""advice and guidance throughout the project"", ""Supervision""]]
- [[""feedback"", ""Supervision""]]
- [[""supervision during weekends"", ""Supervision""]]
- [[""practical help with homepage"", ""Documentation""]]
- [[""practical help with posters"", ""Creative Contributions""]]
- [[""connections to department"", ""Material Supply""]]
- [[""finances"", ""Fundraising""]]",2015
"Based on the provided phrases, here are the matches to the categories:

- ""coordination""
Matching: [[""coordination"", ""Administration""]]

- ""arrangements""
Matching: [[""arrangements"", ""Administration""]]

- ""advised the team""
Matching: [[""advised the team"", ""Supervision""]]

- ""scientific advice on mars""
Matching: [[""scientific advice on mars"", ""Supervision""], [""scientific advice on mars"", ""Design""]]

- ""mars-soil substitute""
Matching: [[""mars-soil substitute"", ""Experiments""], [""mars-soil substitute"", ""Design""]]

- ""access to jens-martin mars-chamber""
Matching: [[""access to jens-martin mars-chamber"", ""Material Supply""]]

- ""advice on sesquiterpenoids production""
Matching: [[""advice on sesquiterpenoids production"", ""Supervision""], [""advice on sesquiterpenoids production"", ""Design""]]

- ""guidance on jens-martin mars-chamber""
Matching: [[""guidance on jens-martin mars-chamber"", ""Supervision""], [""guidance on jens-martin mars-chamber"", ""Material Supply""]]

- ""brainstorming for red lab""
Matching: [[""brainstorming for red lab"", ""Design""]]

- ""designed the logo""
Matching: [[""designed the logo"", ""Creative Contributions""]]",2015
"Matching:

- [[""help with moss transformation"", ""Experiments""]]
- [[""new ideas"", ""Design""]]
- [[""spacemoss comic"", ""Creative Contributions""]]
- [[""help with arduino software and hardware"", ""Hardware""], [""help with arduino software and hardware"", ""Software""]]
- [[""running lc-ms on moss samples"", ""Experiments""]]
- [[""general help"", ""Other""]]
- [[""material sourcing"", ""Material Supply""]]
- [[""help with extraction of plant material"", ""Experiments""]]
- [[""offering expertise and experience in synthetic biology"", ""Supervision""]]
- [[""guiding on the feasibility of the project"", ""Supervision""]]",2015
"Based on the descriptions provided, here are the matches for each phrase to the categories:

1. ""contributing ideas""
   - [[""contributing ideas"", ""Design""]]

2. ""helping to obtain materials""
   - [[""helping to obtain materials"", ""Material Supply""]]

3. ""supporting in obtaining sponsorships""
   - [[""supporting in obtaining sponsorships"", ""Fundraising""]]

4. ""input and feedback on presentation""
   - [[""input and feedback on presentation"", ""Creative Contributions""], [""input and feedback on presentation"", ""Documentation""]]

5. ""troubleshooting lab problems""
   - [[""troubleshooting lab problems"", ""Experiments""]]

6. ""contributing to outreach""
   - [[""contributing to outreach"", ""Public Engagement""]]

7. ""providing lab space, equipment, and technical guidance""
   - [[""providing lab space, equipment, and technical guidance"", ""Material Supply""], [""providing lab space, equipment, and technical guidance"", ""Supervision""]]

8. ""help with outreach""
   - [[""help with outreach"", ""Public Engagement""]]

9. ""input and feedback on promotional leaflets""
   - [[""input and feedback on promotional leaflets"", ""Creative Contributions""], [""input and feedback on promotional leaflets"", ""Documentation""]]

10. ""involving in university of york open days""
    - [[""involving in university of york open days"", ""Public Engagement""]]",2015
"```
[[""involving in university of york outreach event"", ""Public Engagement""],
 [""help with microscopy and flow cytometry"", ""Experiments""],
 [""providing equipment and reagents"", ""Material Supply""],
 [""providing imaging reagents"", ""Material Supply""],
 [""helping develop nmr protocol"", ""Experiments""],
 [""running nmr experiments"", ""Experiments""],
 [""assistance with statistical analysis"", ""Analysis""],
 [""teaching how to model constructs"", ""Training""],
 [""advice in developing polyphosphate assay"", ""Supervision""],
 [""producing team banner"", ""Creative Contributions""]]
```",2015
"Matching: 

- [[""help in booking travel arrangements"", ""Administration""], 
- [""managing orders"", ""Administration""], 
- [""sending plasmids"", ""Material Supply""], 
- [""allowing use of venue"", ""Material Supply""], 
- [""allowing discussion on genetic engineering"", ""Public Engagement""], 
- [""discussion on ethics of gm"", ""Human Practices""], 
- [""allowing outreach workshop"", ""Public Engagement""], 
- [""allowing talk on ethics of genetic modification"", ""Human Practices""], 
- [""booking flights to giant jamboree"", ""Administration""], 
- [""responsible for the synthetic construct design"", ""Design""]]",2015
"Matching:

- [[""managed the dry lab research"", ""Analysis""]]
- [[""planning the project"", ""Design""]]
- [[""designing our parts"", ""Parts""], [""designing our parts"", ""Design""]]
- [[""ordering primers"", ""Material Supply""]]
- [[""led the molecular biology team"", ""Supervision""]]
- [[""worked on dry and wet lab aspects"", ""Experiments""], [""worked on dry and wet lab aspects"", ""Analysis""]]
- [[""participated in outreach activities"", ""Public Engagement""]]
- [[""managing social media accounts"", ""Public Engagement""]]
- [[""team collaborations"", ""Collaboration""]]
- [[""worked in the molecular biology team"", ""Experiments""]]",2015
"Matching:

- [[""mini-prepping plasmids"", ""Experiments""]]
- [[""nanodropping samples"", ""Experiments""]]
- [[""running gels"", ""Experiments""]]
- [[""uploading content to the wiki"", ""Documentation""]]
- [[""designing the poster for the giant jamboree"", ""Creative Contributions""]]
- [[""carrying out research and lab work"", ""Design""], [""carrying out research and lab work"", ""Experiments""]]
- [[""organising the travel to boston"", ""Administration""]]
- [[""securing sponsorships"", ""Fundraising""]]
- [[""maintaining supplies for the lab"", ""Material Supply""]]
- [[""general budgeting"", ""Administration""]]",2015
"Matching:

- [[""involved with outreach and human practices"", ""Public Engagement""], [""involved with outreach and human practices"", ""Human Practices""]]
- [[""presented our project at the giant jamboree"", ""Public Engagement""]]
- [[""specialised in the phosphate assay"", ""Experiments""]]
- [[""specialised in the business plan"", ""Entrepreneurship""]]
- [[""designed phosphate measurement experiments"", ""Design""], [""designed phosphate measurement experiments"", ""Experiments""]]
- [[""wrote our team's business plan"", ""Entrepreneurship""], [""wrote our team's business plan"", ""Documentation""]]
- [[""contacting national wastewater companies"", ""Human Practices""]]
- [[""participated in dry lab research"", ""Analysis""]]
- [[""guiding the phosphate and growth assay teams"", ""Supervision""]]
- [[""scheduling plate reader experiments"", ""Administration""]]",2015
"Matching:

- [[""managing overnight cultures"", ""Experiments""]]
- [[""analysing data for the project"", ""Analysis""]]
- [[""worked on a model for our project"", ""Modelling""]]
- [[""dry lab research"", ""Analysis""]]
- [[""work with the growth assay team"", ""Experiments""]]
- [[""designing our wiki template"", ""Documentation""]]
- [[""wiki content formatting"", ""Documentation""]]
- [[""worked on the modeling side"", ""Modelling""]]
- [[""input for our presentation"", ""Creative Contributions""]]
- [[""participated in outreach events"", ""Public Engagement""]]",2015
"Here are the matched categories for each phrase:

- ""outreach and dry lab research""
  - [[""outreach and dry lab research"", ""Public Engagement""], [""outreach and dry lab research"", ""Analysis""]]
- ""worked in the phosphate assay team""
  - [[""worked in the phosphate assay team"", ""Experiments""]]
- ""designed and distributed flyers""
  - [[""designed and distributed flyers"", ""Public Engagement""], [""designed and distributed flyers"", ""Creative Contributions""]]
- ""held demonstrations of dna extraction experiments""
  - [[""held demonstrations of dna extraction experiments"", ""Public Engagement""], [""held demonstrations of dna extraction experiments"", ""Experiments""]]
- ""went to discussions in york""
  - [[""went to discussions in york"", ""Human Practices""]]
- ""spent summer with the growth assay team""
  - [[""spent summer with the growth assay team"", ""Experiments""]]
- ""helped analyse the phosphate assay team's work""
  - [[""helped analyse the phosphate assay team's work"", ""Analysis""]]
- ""helped with coding on our wiki page""
  - [[""helped with coding on our wiki page"", ""Software""], [""helped with coding on our wiki page"", ""Documentation""]]
- ""worked on the growth assay team""
  - [[""worked on the growth assay team"", ""Experiments""]]
- ""crucial to the animations in our presentation""
  - [[""crucial to the animations in our presentation"", ""Creative Contributions""]]",2015
"Here are the matches for each phrase according to the given categories:

- ""drawings on the registry of standard biological parts""
  - [[""drawings on the registry of standard biological parts"", ""Parts""], [""drawings on the registry of standard biological parts"", ""Documentation""]]

- ""helped keep social media followers updated""
  - [[""helped keep social media followers updated"", ""Public Engagement""]]

- ""helped with dry lab research""
  - [[""helped with dry lab research"", ""Analysis""]]

- ""imaging of phosphate""
  - [[""imaging of phosphate"", ""Experiments""]]

- ""used confocal microscopy and dapi staining""
  - [[""used confocal microscopy and dapi staining"", ""Experiments""]]

- ""extensive outreach work""
  - [[""extensive outreach work"", ""Public Engagement""]]

- ""working with the phosphate assay team""
  - [[""working with the phosphate assay team"", ""Experiments""]]

- ""overseen most of the molecular biology experiments""
  - [[""overseen most of the molecular biology experiments"", ""Supervision""], [""overseen most of the molecular biology experiments"", ""Experiments""]]

- ""designed the synthetic gene constructs""
  - [[""designed the synthetic gene constructs"", ""Design""], [""designed the synthetic gene constructs"", ""Parts""]]

- ""worked on the growth assay""
  - [[""worked on the growth assay"", ""Experiments""]]",2015
"Here are the matched categories for each phrase:

- ""outreach program""
  - [[""outreach program"", ""Public Engagement""]]

- ""becoming a master animator""
  - [[""becoming a master animator"", ""Creative Contributions""]]

- ""part of the social media team""
  - [[""part of the social media team"", ""Public Engagement""]]

- ""working with the growth assay team""
  - [[""working with the growth assay team"", ""Experiments""]]

- ""develop a functional test""
  - [[""develop a functional test"", ""Experiments""]]

- ""extensive work on the wiki page""
  - [[""extensive work on the wiki page"", ""Documentation""]]

- ""confocal microscopy imaging""
  - [[""confocal microscopy imaging"", ""Experiments""]]

- ""fluorescence-based sensitive assays""
  - [[""fluorescence-based sensitive assays"", ""Experiments""]]

- ""working in the lab with the molecular biology team""
  - [[""working in the lab with the molecular biology team"", ""Experiments""]]

- ""maintains the social media accounts""
  - [[""maintains the social media accounts"", ""Public Engagement""]]",2015
"Matching:

- [[""organise various team events"", ""Administration""]]
- [[""part of the wiki team"", ""Documentation""]]
- [[""part of the molecular biology team"", ""Experiments""]]
- [[""involved with outreach"", ""Public Engagement""]]
- [[""organising the analysis of engineered e.coli"", ""Analysis""]]
- [[""creating a phosphate and polyphosphate assay"", ""Experiments""]]
- [[""writing the team’s business plan"", ""Entrepreneurship""]]
- [[""working on the growth and phosphate assays"", ""Experiments""]]
- [[""wiki work"", ""Documentation""]]
- [[""outreach"", ""Public Engagement""]]",2015
"Matching:

- [[""worked on the phosphate assay"", ""Experiments""]]
- [[""wiki page"", ""Documentation""]]
- [[""co-ordinating and participating in outreach activities"", ""Public Engagement""]]
- [[""getting the team funding"", ""Fundraising""]]
- [[""recruiting new members"", ""Administration""]]
- [[""liaising with members of staff"", ""Administration""]]
- [[""helping troubleshoot lab problems"", ""Experiments""]]
- [[""supervising"", ""Supervision""]]
- [[""providing advice on various protocols"", ""Supervision""]]",2015
"Matching:

- [[""expression guide"", ""Design""], [""expression guide"", ""Experiments""]]
- [[""functional architecture"", ""Design""], [""functional architecture"", ""Modelling""]]
- [[""compatibility"", ""Design""], [""compatibility"", ""Modelling""]]
- [[""wet lab"", ""Experiments""]]
- [[""phd candidate on open source with focus on synthetic biology"", ""Software""], [""phd candidate on open source with focus on synthetic biology"", ""Human Practices""]]
- [[""majoring in biochemistry"", ""Experiments""]]
- [[""majoring in electrical engineering"", ""Hardware""]]
- [[""completed an undergrad degree in bioengineering"", ""Design""], [""completed an undergrad degree in bioengineering"", ""Experiments""]]
- [[""grad in bioengineering"", ""Design""], [""grad in bioengineering"", ""Experiments""]]
- [[""p.i."", ""Supervision""]]",2016
