text,year
"Matching: [[""provided materials to"", ""material transfer""], [""helped establish team"", ""work""], [""participated in meetup"", ""meetup""], [""supported campaign"", ""other""], [""provided biobricks"", ""material transfer""], [""organized meetup"", ""meetup""], [""attended"", ""meetup""], [""interviewed by"", ""other""], [""participated in survey"", ""other""], [""received guidance from"", ""advice""]]",2016
"Matching: [[""attended meetup"", ""meetup""], [""attended conference"",""meetup""], [""teamed up with"",""work""], [""used system designed by"",""work""], [""received genomic edit libraries from"",""material transfer""], [""co-organized meetup"",""meetup""], [""visited"",""meetup""], [""cooperated in search for sponsorships"",""work""], [""discussing delivery system"",""work""], [""answered surveys"",""advice""]]",2016
"Matching: [[""received materials from"", ""material transfer""], [""thanked"", ""other""], [""provided lab access and resources"", ""material transfer""], [""guided"", ""advice""], [""built expression system for"", ""work""], [""contributed to"", ""work""], [""provided data to"", ""material transfer""], [""conference with"", ""meetup""], [""tested for"", ""work""], [""joined campaign of"", ""other""]]",2016
"Matching: [[""received analysis and suggestions from"", ""advice""], [""discussed research with"", ""work""], [""recommended"", ""advice""], [""sent results to"", ""material transfer""], [""cooperated"", ""work""], [""provided material"", ""material transfer""], [""contributed materials to"", ""material transfer""], [""collaborated with"", ""work""], [""provided lab access to"", ""material transfer""], [""did PCR amplification for"", ""work""]]",2016
"Matching: [[""provided reagents to"", ""material transfer""], [""support from"",""advice""], [""supplied"",""material transfer""], [""filled out survey for"",""work""], [""visited by"",""meetup""]]",2016
"Matching: [[""helped"", ""work""], [""participated with"", ""work""], [""collaborated"", ""work""], [""received support from"", ""advice""], [""planned collaboration"", ""work""], [""participated in program"", ""other""], [""hosted meetup"", ""meetup""], [""supervised by"", ""advice""], [""presentation from"", ""advice""], [""visited and exchanged ideas"", ""meetup""]]",2017
"Matching: [[""adopted advice from"", ""advice""], [""received advice from"", ""advice""], [""received lab support from"", ""work""], [""received technical support from"", ""work""], [""received hardware support from"", ""work""], [""received wiki support from"", ""advice""], [""received presentation coaching from"", ""advice""], [""received human practice support from"", ""advice""], [""received juristic advice from"", ""advice""], [""received fieldwork opportunities from"", ""work""]]",2017
"Matching: [[""received information from"", ""material transfer""], [""invited for a talk"", ""meetup""], [""received proofreading from"", ""advice""], [""planned cooperation"", ""work""], [""participated in online discussion"", ""meetup""], [""beta testing collaboration"", ""work""], [""received help from"", ""advice""], [""shared laboratory with"", ""work""], [""received plasmid from"", ""material transfer""], [""received contact information from"", ""material transfer""]]",2017
"Matching: [[""attended conference held by"", ""meetup""], [""attended competition held by"",""meetup""], [""collaborated with"",""work""], [""gave back plasmids to"",""material transfer""], [""helped amplify genes for"",""work""], [""asked for help"",""advice""], [""communication and skype conferences"",""other""], [""online discussions"",""other""], [""material support"",""material transfer""], [""software development"",""work""]]",2017
"[[""invited by"", ""meetup""], [""poster presentations"", ""work""], [""intensive communication"", ""advice""], [""received information about competition"", ""advice""], [""shared project"", ""work""], [""member of"", ""work""], [""attended"", ""meetup""], [""met"", ""meetup""], [""received feedback from"", ""advice""], [""established partnership with"", ""work""]]",2017
"Matching: [[""organized sharing session"", ""work""], [""received talk from"", ""advice""], [""received critique and feedback from"", ""advice""], [""asked for help from"", ""advice""], [""answered questionnaire from"", ""work""], [""participated in survey"", ""work""], [""affiliated with"", ""other""], [""participated in conference"", ""meetup""], [""mentored"", ""advice""], [""hosted webinars"", ""work""]]",2017
"Matching: [[""partnered"", ""work""], [""provided lab materials and instruments"", ""material transfer""], [""mentored by"", ""advice""], [""wiki revisions with"", ""work""], [""participated in exchange"", ""material transfer""], [""answered survey"", ""other""], [""participated in discussion"", ""meetup""], [""gathered data for"", ""work""], [""conducted a Skype session with"", ""meetup""], [""provided information to"", ""material transfer""]]",2017
"[[""beta-tested software for"", ""work""], [""shared experience and arranged contacts for"", ""advice""], [""tested tool for"", ""work""], [""participated in project"", ""work""], [""received guidance from"", ""advice""], [""attended event organized by"", ""meetup""], [""used technology"", ""work""], [""helped design"", ""work""], [""synthesized and tested for"", ""work""], [""helped detect and provided"", ""work""]]",2017
"Matching: [[""hosted meeting"", ""meetup""], [""submitted updates"", ""work""], [""provided expertise"", ""advice""], [""provided lab space"", ""material transfer""], [""provided training"", ""advice""], [""answered questions"", ""advice""], [""filled out questionnaire"", ""work""], [""provided summary"", ""work""], [""provided platform"", ""work""], [""provided feedback"", ""advice""]]",2017
"Matching: [[""filled out survey"", ""other""], [""offered poster board space"", ""material transfer""], [""participated in InterLab"", ""work""], [""Guided by"", ""advice""], [""taught"", ""advice""], [""assisted"", ""work""], [""educated"", ""advice""], [""conducted experiment"", ""work""], [""invited"", ""meetup""], [""hosted education"", ""meetup""]]",2017
"[[""assisted by"", ""work""], [""collaborated in education"",""work""], [""wishes good luck"",""other""], [""helped construct biobrick"",""work""], [""provided promoter parts"",""material transfer""], [""offered biobricks"",""material transfer""], [""collaborated in constructing database"",""work""], [""participated in forum"",""meetup""], [""provided"",""material transfer""], [""cooperated"",""work""]]",2017
"[[""helped build a part"", ""work""], [""checked system"", ""work""]]",2017
"Matching: [[""collaborated"", ""work""], [""completed survey"", ""other""], [""data collection collaboration"", ""work""], [""hosted event"", ""meetup""], [""sponsorship from"", ""other""], [""recruited for study"", ""other""], [""compared results with"", ""work""], [""cooperated"", ""work""], [""received advice from"", ""advice""], [""collaborated on project"", ""work""]]",2018
"Matching: [[""received help from"", ""advice""], [""gifted"", ""material transfer""], [""helped"", ""advice""], [""contributed knowledge"", ""advice""], [""helped with modeling problems"", ""advice""], [""performed statistical analysis for"", ""work""], [""provided E.coli strain"", ""material transfer""], [""measured soil data for"", ""work""], [""determined inhibitory effect for"", ""work""], [""hosted meetup"", ""meetup""]]",2018
"Matching: [[""offered assistance"", ""advice""], [""provided protocols"", ""material transfer""], [""provided advice and protocols"",""advice""], [""introduced Phytobricks"",""material transfer""], [""met and discussed collaboration"",""meetup""], [""shared project ideas"",""advice""], [""provided protocol and materials"",""material transfer""], [""provided feedback"",""advice""], [""conducted experiments with"",""work""], [""provided protocol and materials to"",""material transfer""]]",2018
"Matching: [[""conducted InterLab Cell Measurement with"", ""work""], [""conducted survey with"", ""work""], [""participated in event"", ""meetup""], [""interacted with"", ""other""], [""communicated with"", ""other""], [""mentored"", ""advice""], [""planning to integrate"", ""work""], [""provided education and technical support to"", ""advice""], [""supervised"", ""work""], [""sought advice from"", ""advice""]]",2018
"Matching: [[""visited"", ""meetup""], [""shared experience and ideas with"", ""advice""], [""appreciates"", ""other""], [""contacted"",""other""], [""provided plasmid and advice to"",""material transfer""], [""gave modeling advice to"",""advice""], [""participated in project"",""work""], [""joined challenge"",""work""], [""received collaboration proposal from"",""work""], [""translated and adapted comic book of"",""work""]]",2018
"Matching: [[""distributed comic book with"", ""work""], [""planned physical version of comic book with"",""work""], [""mentored by"",""advice""], [""provided materials to"",""material transfer""], [""advised"",""advice""], [""followed advice from"",""advice""], [""met and communicated with"",""meetup""], [""presented and exchanged ideas"",""work""], [""participated in"",""meetup""], [""translated for"",""work""]]",2018
"Matching: [[""implanted Easter egg for"", ""other""], [""provided data"", ""material transfer""], [""awarded"", ""other""], [""met and discussed projects"", ""meetup""], [""participated in meetup"", ""meetup""], [""cooperated with"", ""work""], [""shared resources with"", ""material transfer""], [""gave"", ""other""], [""shared ideas and troubleshoot problems"", ""advice""], [""shared protocols and tips"", ""material transfer""]]",2018
"Matching: [[""answered questions"", ""advice""], [""used and verified product of"", ""work""], [""attended conference at"", ""meetup""], [""participated in activity of"", ""work""], [""offered advice to"", ""advice""], [""attended conference with"", ""meetup""], [""discussed results of"", ""work""], [""invited"", ""other""], [""video meeting and collaboration"", ""work""], [""communicated and gave suggestions"", ""advice""]]",2018
"space

Matching: [[""formed close connection and received help"", ""advice""], [""received mentoring"", ""advice""], [""organized and participated in meetup"", ""meetup""], [""received feedback from"", ""advice""], [""participated in video project"", ""work""], [""held workshop for"", ""work""], [""reagent support intermediation"", ""material transfer""], [""distributed reagents"", ""material transfer""], [""discussed with"", ""meetup""], [""lent lab space"", ""material transfer""]]",2018
"Matching: [[""provided apparatus and materials"", ""material transfer""], [""taught lab techniques"",""work""], [""met and discussed project"",""meetup""], [""proposed use of device"",""advice""], [""suggested teaching"",""advice""], [""co-organized"",""work""], [""organized event"",""work""], [""presented to"",""work""], [""inspired by"",""other""], [""attended conference organized by"",""meetup""]]",2018
"[[""received suggestions from"", ""advice""], [""had a conversation with"", ""other""], [""co-hosted event"", ""meetup""], [""socialized"", ""meetup""], [""communication"", ""other""], [""participated in conference"", ""meetup""], [""contest participation"", ""work""], [""collaboration"", ""work""], [""translated booklet"", ""work""], [""exchanged postcards"", ""material transfer""]]",2018
"Matching: [[""sent parts to"", ""material transfer""], [""sent supplies to"", ""material transfer""], [""attended event"", ""meetup""], [""attended conference"", ""meetup""], [""organized meet up"", ""meetup""], [""presented project"", ""work""], [""shared information"", ""material transfer""], [""provided water samples"", ""material transfer""], [""reached out"", ""advice""], [""arranged meeting"", ""meetup""]]",2018
"Matching: [[""provided expertise"", ""advice""], [""offered suggestions to"", ""advice""], [""provided suggestions and equipment to"", ""material transfer""], [""held a lecture for"", ""advice""], [""guided"", ""advice""], [""gave suggestions to"", ""advice""], [""participated in tutorial"", ""work""], [""finished inter-lab with"", ""work""], [""provided substrates to"", ""material transfer""], [""assisted materials to"", ""material transfer""]]",2018
"Matching: [[""exchanged data with"", ""material transfer""], [""co-located with"",""other""], [""co-organized activity with"",""work""], [""followed protocol from"",""work""], [""consulted with"",""advice""], [""hosted"",""meetup""], [""participated with"",""work""], [""provided strain"",""material transfer""], [""surveyed"",""other""], [""exchange of ideas"",""advice""]]",2018
"[[""held a debate contest with"", ""meetup""], [""provided venues for"", ""other""], [""won competition"", ""other""], [""communication and support"", ""advice""], [""part of project"", ""work""], [""knowledge exchange"", ""advice""], [""collaborative analysis"", ""work""], [""consultation"", ""advice""]]",2018
